Address,Price $,Type,Size m²,Bedrooms,Bathrooms
"Bkerke, Kesrouane, Mount Lebanon",500000,Apartment,235,3,3
"Sahel Alma, Kesrouane, Mount Lebanon",5000000,Land,1569,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",330000,Apartment,430,2,4
"bakish, Kesrouane, Mount Lebanon",200000,Land,1000,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",750000,Shop,246,2,N/A
"Monsef, Jbeil, Mount Lebanon",180000,Chalet,65,1,N/A
"Jbeil, Jbeil, Mount Lebanon",180000,Apartment,170,3,4
"Achrafieh, Beirut, Beirut",400000,Apartment,210,2,3
"Jbeil, Jbeil, Mount Lebanon",165000,Apartment,125,2,2
"Maaysra, Kesrouane, Mount Lebanon",75000,Land,1350,N/A,N/A
"Kfarzebian, Kesrouane, Mount Lebanon",185000,Land,1315,N/A,N/A
"Fidar, Jbeil, Mount Lebanon",150000,Chalet,100,2,2
"Achrafieh, Beirut, Beirut",350000,Apartment,145,3,3
"Achrafieh, Beirut, Beirut",500000,Apartment,270,3,3
"Mkalles, El Metn, Mount Lebanon",3500000,Factory,3000,5,N/A
"Jbeil, Jbeil, Mount Lebanon",10000000,House/Villa,650,4,4
"Blat, Jbeil, Mount Lebanon",338000,Land,614,N/A,N/A
"Aannaya, Jbeil, Mount Lebanon",130000,Land,890,N/A,N/A
"Blat, Jbeil, Mount Lebanon",250000,Land,940,N/A,N/A
"Sahel Alma, Kesrouane, Mount Lebanon",400000,Apartment,380,3,5
"Broumana, El Metn, Mount Lebanon",275000,Apartment,230,3,2
"Jbeil, Jbeil, Mount Lebanon",155000,Apartment,170,2,2
"Dekweneh, El Metn, Mount Lebanon",180000,Office,85,1,N/A
"Aamchit, Jbeil, Mount Lebanon",600000,Residential Building,850,N/A,N/A
"Jal el Dib, El Metn, Mount Lebanon",250000,Apartment,260,3,3
"Sin El Fil, El Metn, Mount Lebanon",450000,Office,225,2,N/A
"Achrafieh, Beirut, Beirut",800000,Apartment,470,4,3
"Ras Beirut, Beirut, Beirut",500000,Apartment,255,3,3
"Baabda, Baabda, Mount Lebanon",650000,Apartment,270,3,4
"Adma, Kesrouane, Mount Lebanon",220000,Apartment,180,3,3
"chnaniir, Kesrouane, Mount Lebanon",650000,Land,1040,N/A,N/A
"Nahr Ibrahim, Jbeil, Mount Lebanon",93000,Apartment,90,2,1
"Aamchit, Jbeil, Mount Lebanon",250000,Land,965,N/A,N/A
"Achrafieh, Beirut, Beirut",1250000,Apartment,420,4,4
"Bejje, Jbeil, Mount Lebanon",400000,Land,7300,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",370000,Land,1235,N/A,N/A
"Achrafieh, Beirut, Beirut",425000,Apartment,140,2,2
"Kfarzebian, Kesrouane, Mount Lebanon",425000,House/Villa,822,5,5
"Mansourieh, El Metn, Mount Lebanon",380000,Apartment,300,3,5
"Bejje, Jbeil, Mount Lebanon",119000,Land,1976,N/A,N/A
"Batroun, Batroun, North",200000,Apartment,168,2,2
"Douar, El Metn, Mount Lebanon",150000,Apartment,120,2,3
"Douar, El Metn, Mount Lebanon",200000,Apartment,150,3,3
"Jdeideh, El Metn, Mount Lebanon",300000,Apartment,240,3,3
"Naccache, El Metn, Mount Lebanon",499000,Residential Building,510,N/A,N/A
"Halat, Jbeil, Mount Lebanon",140000,Apartment,180,3,3
"Jbeil, Jbeil, Mount Lebanon",300000,Warehouse,460,1,N/A
"Fidar, Jbeil, Mount Lebanon",1500000,House/Villa,900,5,7
"Blat, Jbeil, Mount Lebanon",220000,Apartment,300,3,4
"Nahr Ibrahim, Jbeil, Mount Lebanon",135000,Apartment,170,3,3
"Baabdat, El Metn, Mount Lebanon",750000,Land,3745,N/A,N/A
"Safra, Kesrouane, Mount Lebanon",110000,Apartment,150,3,2
"Bouar, Kesrouane, Mount Lebanon",300000,Land,720,N/A,N/A
"Ghosta, Kesrouane, Mount Lebanon",105000,Apartment,165,3,2
"Ghosta, Kesrouane, Mount Lebanon",150000,Apartment,170,3,3
"Rihaniyeh, Baabda, Mount Lebanon",850000,Apartment,340,3,4
"Kaakour, El Metn, Mount Lebanon",350000,Land,2200,N/A,N/A
"Kfarzebian, Kesrouane, Mount Lebanon",600000,Land,600,N/A,N/A
"Achrafieh, Beirut, Beirut",25500000,Land,5135,N/A,N/A
"Achrafieh, Beirut, Beirut",1400000,Land,258,N/A,N/A
"Halat, Jbeil, Mount Lebanon",120000,Apartment,95,3,3
"Sahel Alma, Kesrouane, Mount Lebanon",427000,Apartment,285,4,6
"Sahel Alma, Kesrouane, Mount Lebanon",575000,Apartment,360,3,5
"Sahel Alma, Kesrouane, Mount Lebanon",375000,Apartment,220,3,4
"Zikrit, El Metn, Mount Lebanon",110000,Apartment,125,2,2
"Zouk Mikael, Kesrouane, Mount Lebanon",110000,Apartment,128,3,1
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",750000,Chalet,300,3,3
"Sahel Alma, Kesrouane, Mount Lebanon",350000,Apartment,170,3,3
"Sahel Alma, Kesrouane, Mount Lebanon",300000,Apartment,170,3,3
"Ajaltoun, Kesrouane, Mount Lebanon",2800000,House/Villa,350,5,5
"Halat, Jbeil, Mount Lebanon",236000,Apartment,150,3,3
"Fatqa, Kesrouane, Mount Lebanon",170000,Apartment,220,3,3
"Bikfaya, El Metn, Mount Lebanon",900000,Land,1462,N/A,N/A
"Broumana, El Metn, Mount Lebanon",525000,Land,1148,N/A,N/A
"Fatqa, Kesrouane, Mount Lebanon",200000,Apartment,250,3,4
"Mastita, Jbeil, Mount Lebanon",135000,Apartment,130,2,2
"Bouchrieh, El Metn, Mount Lebanon",110000,Office,90,1,N/A
"Ajaltoun, Kesrouane, Mount Lebanon",230000,Apartment,200,3,3
"Zouk Mikael, Kesrouane, Mount Lebanon",180000,Apartment,135,2,2
"Klayaat, Kesrouane, Mount Lebanon",150000,Apartment,155,2,2
"Hosrayel, Jbeil, Mount Lebanon",160000,Apartment,145,3,3
"Mathaf, Beirut, Beirut",642000,Office,214,2,N/A
"Achrafieh, Beirut, Beirut",2000000,Apartment,500,4,3
"Rayfoun, Kesrouane, Mount Lebanon",675000,Apartment,350,4,6
"Fatqa, Kesrouane, Mount Lebanon",550000,Land,1060,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",100000,Shop,150,1,N/A
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",180000,Chalet,140,3,2
"Zalka, El Metn, Mount Lebanon",250000,Apartment,220,3,2
"Bsalim, El Metn, Mount Lebanon",600000,Apartment,250,3,3
"Braij, Jbeil, Mount Lebanon",1200000,House/Villa,600,4,8
"Shayle, Kesrouane, Mount Lebanon",200000,Apartment,195,3,3
"Gherfine, Jbeil, Mount Lebanon",1700000,House/Villa,1500,3,3
"Zalka, El Metn, Mount Lebanon",280000,Office,175,1,N/A
"Mastita, Jbeil, Mount Lebanon",100000,Shop,100,2,N/A
"Fanar, El Metn, Mount Lebanon",300000,Apartment,175,3,3
"Baabda, Baabda, Mount Lebanon",1950000,Land,766,N/A,N/A
"Ballouneh, Kesrouane, Mount Lebanon",350000,Apartment,360,3,3
"Faytroun, Kesrouane, Mount Lebanon",500000,Land,2150,N/A,N/A
"Haret Sakher, Kesrouane, Mount Lebanon",450000,Apartment,300,3,5
"Haret Sakher, Kesrouane, Mount Lebanon",720000,Apartment,440,4,6
"Haret Sakher, Kesrouane, Mount Lebanon",400000,Apartment,224,3,5
"Haret Sakher, Kesrouane, Mount Lebanon",350000,Apartment,224,3,4
"Ghazir, Kesrouane, Mount Lebanon",2760000,Land,1577,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon",1800000,House/Villa,900,5,5
"Kfarzebian, Kesrouane, Mount Lebanon",100000,Land,888,N/A,N/A
"Kaslik, Kesrouane, Mount Lebanon",500000,Apartment,300,3,4
"Baatouta, Kesrouane, Mount Lebanon",767000,Land,3065,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",150000,Apartment,98,2,1
"Tabarja, Kesrouane, Mount Lebanon",210000,Apartment,150,3,3
"Fakra, Kesrouane, Mount Lebanon",1300000,Chalet,300,3,4
"Braij, Jbeil, Mount Lebanon",135000,Land,900,N/A,N/A
"Blat, Jbeil, Mount Lebanon",195000,Apartment,150,3,3
"Blat, Jbeil, Mount Lebanon",195000,Apartment,250,3,3
"Blat, Jbeil, Mount Lebanon",120000,Apartment,125,2,2
"Ajaltoun, Kesrouane, Mount Lebanon",160000,Apartment,185,3,2
"Maaysra, Kesrouane, Mount Lebanon",100000,Apartment,110,2,2
"Mahmerch, Batroun, North",375000,Land,25000,N/A,N/A
"Klayaat, Kesrouane, Mount Lebanon",260000,Land,1300,N/A,N/A
"Haret Sakher, Kesrouane, Mount Lebanon",450000,Apartment,270,3,4
"Mansourieh, El Metn, Mount Lebanon",225000,Warehouse,260,2,N/A
"Jounieh, Kesrouane, Mount Lebanon",360000,Apartment,260,3,5
"Jounieh, Kesrouane, Mount Lebanon",370000,Apartment,370,5,4
"Jounieh, Kesrouane, Mount Lebanon",240000,Apartment,185,3,3
"Aannaya, Jbeil, Mount Lebanon",500000,House/Villa,400,4,5
"Bouar, Kesrouane, Mount Lebanon",150000,House/Villa,160,2,2
"Ain El Rihani, Kesrouane, Mount Lebanon",350000,Land,1052,N/A,N/A
"Badaro, Beirut, Beirut",735000,Apartment,300,4,4
"Aamchit, Jbeil, Mount Lebanon",1150000,Restaurant,490,N/A,N/A
"Shayle, Kesrouane, Mount Lebanon",155000,Apartment,145,2,3
"Aoukar, El Metn, Mount Lebanon",1250000,Land,3100,N/A,N/A
"Hadath, Baabda, Mount Lebanon",450000,Land,652,N/A,N/A
"Rayfoun, Kesrouane, Mount Lebanon",550000,Land,1600,N/A,N/A
"Roumie, El Metn, Mount Lebanon",480000,Land,1400,N/A,N/A
"Adonis, Kesrouane, Mount Lebanon",3000000,Residential Building,1500,N/A,N/A
"Achrafieh, Beirut, Beirut",300000,Apartment,80,1,1
"okaybe, Kesrouane, Mount Lebanon",4000000,Land,9162,N/A,N/A
"Jeita, Kesrouane, Mount Lebanon",170000,Apartment,180,3,4
"Zouk Mikael, Kesrouane, Mount Lebanon",3000000,Land,897,N/A,N/A
"Halat, Jbeil, Mount Lebanon",2500000,Land,10000,N/A,N/A
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",600000,Land,760,N/A,N/A
"Ehmej, Jbeil, Mount Lebanon",110000,Land,1650,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",300000,Apartment,300,4,5
"Rabweh, El Metn, Mount Lebanon",600000,Land,744,N/A,N/A
"Bzebdine, Baabda, Mount Lebanon",126400,Land,1264,N/A,N/A
"Tabarja, Kesrouane, Mount Lebanon",140000,Apartment,135,2,2
"Barbara, Jbeil, Mount Lebanon",750000,House/Villa,1731,3,3
"Ajaltoun, Kesrouane, Mount Lebanon",150000,Apartment,250,3,4
"Batroun, Batroun, North",245000,Land,1598,N/A,N/A
"Tabarja, Kesrouane, Mount Lebanon",205000,Chalet,50,1,1
"Sahel Alma, Kesrouane, Mount Lebanon",350000,Apartment,205,3,3
"Kfarzebian, Kesrouane, Mount Lebanon",215000,Land,1075,N/A,N/A
"Achrafieh, Beirut, Beirut",600000,Apartment,200,3,2
"Ras Osta, Jbeil, Mount Lebanon",79000,Chalet,88,2,2
"Haret Sakher, Kesrouane, Mount Lebanon",325000,Apartment,250,3,4
"Haret Sakher, Kesrouane, Mount Lebanon",425000,Apartment,260,3,4
"Qartaboun, Jbeil, Mount Lebanon",160000,Apartment,147,3,3
"Ras Nahache, Batroun, North",600000,Land,2495,N/A,N/A
"Fanar, El Metn, Mount Lebanon",1100000,Apartment,250,3,5
"Jaj, Jbeil, Mount Lebanon",1000000,Land,32400,N/A,N/A
"Bouar, Kesrouane, Mount Lebanon",140000,Apartment,160,3,3
"Safra, Kesrouane, Mount Lebanon",200000,Apartment,150,4,2
"Basbina, Batroun, North",135000,Apartment,169,3,3
"Sahel Alma, Kesrouane, Mount Lebanon",650000,Apartment,280,3,4
"Mar Takla, Baabda, Mount Lebanon",370000,Apartment,180,3,4
"Mechmech, Jbeil, Mount Lebanon",500000,Residential Building,2000,N/A,N/A
"Dbayeh, El Metn, Mount Lebanon",600000,Warehouse,640,1,N/A
"Daychounieh, El Metn, Mount Lebanon",320000,Apartment,205,3,3
"Zouk Mikael, Kesrouane, Mount Lebanon",750000,Land,625,N/A,N/A
"Beit Meri, El Metn, Mount Lebanon",1200000,Land,1274,N/A,N/A
"Kfarzebian, Kesrouane, Mount Lebanon",270000,Land,1250,N/A,N/A
"Aabdelle, Batroun, North",200000,Land,5940,N/A,N/A
"Jrebta, Batroun, North",155000,Land,4090,N/A,N/A
"Haret Sakher, Kesrouane, Mount Lebanon",250000,Apartment,155,3,3
"Zouk Mikael, Kesrouane, Mount Lebanon",145000,Apartment,150,3,3
"Kfar Aabida, Batroun, North",4206000,Land,14020,N/A,N/A
"bakish, Kesrouane, Mount Lebanon",1600000,Land,6400,N/A,N/A
"Sarba, Kesrouane, Mount Lebanon",2000000,Land,952,N/A,N/A
"kfarhbeib, Kesrouane, Mount Lebanon",290000,Apartment,270,3,4
"Kfarzebian, Kesrouane, Mount Lebanon",435000,Chalet,181,4,3
"Kfarzebian, Kesrouane, Mount Lebanon",280000,Chalet,140,3,3
"Tabarja, Kesrouane, Mount Lebanon",400000,Chalet,42,1,N/A
"Mtayleb, El Metn, Mount Lebanon",500000,Apartment,450,4,5
"Jbeil, Jbeil, Mount Lebanon",1200000,Shop,700,5,N/A
"Mechmech, Jbeil, Mount Lebanon",200000,House/Villa,210,3,3
"Achrafieh, Beirut, Beirut",650000,Apartment,145,2,2
"Ain Al Remmane, Baabda, Mount Lebanon",150000,Apartment,140,3,2
"Sahel Alma, Kesrouane, Mount Lebanon",550000,Apartment,270,3,3
"Sahel Alma, Kesrouane, Mount Lebanon",655000,Apartment,285,4,4
"Sahel Alma, Kesrouane, Mount Lebanon",624000,Apartment,545,7,6
"Lehfed, Jbeil, Mount Lebanon",110000,Land,982,N/A,N/A
"Bouar, Kesrouane, Mount Lebanon",270000,Apartment,125,4,4
"Raachine, Kesrouane, Mount Lebanon",100000,Land,1200,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",710000,Apartment,210,3,4
"Sahel Alma, Kesrouane, Mount Lebanon",610000,Apartment,485,5,7
"Sahel Alma, Kesrouane, Mount Lebanon",460000,Apartment,310,4,5
"Fakra, Kesrouane, Mount Lebanon",777500,Land,7775,N/A,N/A
"Kfarzebian, Kesrouane, Mount Lebanon",300000,Land,6065,N/A,N/A
"Safra, Kesrouane, Mount Lebanon",375000,Chalet,92,2,1
"Mazraat Yachouh, El Metn, Mount Lebanon",88000,Apartment,130,2,2
"Tabarja, Kesrouane, Mount Lebanon",200000,Chalet,45,1,N/A
"Jeita, Kesrouane, Mount Lebanon",170000,Chalet,73,2,1
"Batroun, Batroun, North",300000,Residential Building,487,N/A,N/A
"Batroun, Batroun, North",400000,Shop,55,1,N/A
"Tabarja, Kesrouane, Mount Lebanon",170000,Shop,50,1,N/A
"Kfarzebian, Kesrouane, Mount Lebanon",150000,Land,1210,N/A,N/A
"Achrafieh, Beirut, Beirut",650000,Apartment,270,3,4
"Achrafieh, Beirut, Beirut",700000,Shop,550,3,N/A
"Achrafieh, Beirut, Beirut",175000,Shop,60,1,N/A
"Achrafieh, Beirut, Beirut",300000,Shop,87,1,N/A
"Achrafieh, Beirut, Beirut",340000,Apartment,185,3,3
"Achrafieh, Beirut, Beirut",450000,Apartment,165,2,3
"Batroun, Batroun, North",175000,Apartment,165,3,3
"Achrafieh, Beirut, Beirut",1000000,Apartment,330,3,3
"Basbina, Batroun, North",200000,Apartment,200,2,3
"Basbina, Batroun, North",142000,Apartment,142,2,3
"Batroun, Batroun, North",115000,Apartment,85,1,1
"Jbeil, Jbeil, Mount Lebanon",60000,Land,860,N/A,N/A
"Badaro, Beirut, Beirut",680000,Apartment,365,3,5
"Jeita, Kesrouane, Mount Lebanon",275000,Apartment,320,3,3
"Achrafieh, Beirut, Beirut",1250000,Apartment,380,3,5
"Aleleh, Batroun, North",375000,House/Villa,285,6,4
"Batroun, Batroun, North",154000,Apartment,154,3,2
"Ballouneh, Kesrouane, Mount Lebanon",360000,Apartment,234,3,3
"Ballouneh, Kesrouane, Mount Lebanon",300000,Apartment,160,4,5
"Ballouneh, Kesrouane, Mount Lebanon",350000,Apartment,155,2,3
"Aabrine, Batroun, North",350000,House/Villa,300,3,4
"Blat, Jbeil, Mount Lebanon",380000,Residential Building,1370,N/A,N/A
"Ballouneh, Kesrouane, Mount Lebanon",190000,Apartment,165,3,3
"Biyada, El Metn, Mount Lebanon",550000,Apartment,310,3,3
"Fakra, Kesrouane, Mount Lebanon",350000,Land,2081,N/A,N/A
"Fakra, Kesrouane, Mount Lebanon",475000,House/Villa,300,3,3
"Naccache, El Metn, Mount Lebanon",500000,Apartment,500,4,4
"Hboub, Jbeil, Mount Lebanon",225000,Apartment,303,4,4
"kfarhbeib, Kesrouane, Mount Lebanon",440000,Apartment,235,3,3
"kfarhbeib, Kesrouane, Mount Lebanon",408000,Apartment,235,3,3
"Blat, Jbeil, Mount Lebanon",150000,Land,812,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",115000,Land,2000,N/A,N/A
"Blat, Jbeil, Mount Lebanon",370000,Land,1700,N/A,N/A
"Mechmech, Jbeil, Mount Lebanon",230000,Residential Building,605,N/A,N/A
"Chekka, Batroun, North",125000,Apartment,150,3,3
"Chekka, Batroun, North",200000,Apartment,191,3,2
"Fanar, El Metn, Mount Lebanon",235000,Warehouse,173,3,N/A
"Blat, Jbeil, Mount Lebanon",270000,Apartment,200,3,3
"Kfarzebian, Kesrouane, Mount Lebanon",350000,Land,1040,N/A,N/A
"Ballouneh, Kesrouane, Mount Lebanon",270000,Apartment,160,3,3
"Jbeil, Jbeil, Mount Lebanon",205000,Apartment,165,3,3
"Ijdabra, Batroun, North",230000,Apartment,174,3,3
"Aamchit, Jbeil, Mount Lebanon",375000,House/Villa,600,3,4
"Broumana, El Metn, Mount Lebanon",600000,Land,2817,N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon",85000,Land,850,N/A,N/A
"Zouk Mikael, Kesrouane, Mount Lebanon",90000,Apartment,120,2,2
"Ghazir, Kesrouane, Mount Lebanon",400000,Land,2000,N/A,N/A
"bakish, Kesrouane, Mount Lebanon",150000,Land,1180,N/A,N/A
"Zouk Mikael, Kesrouane, Mount Lebanon",300000,Apartment,165,3,2
"Dekweneh, El Metn, Mount Lebanon",318000,Apartment,260,3,4
"Achkout, Kesrouane, Mount Lebanon",250000,Land,550,N/A,N/A
"Halat, Jbeil, Mount Lebanon",159000,Apartment,174,3,3
"Halat, Jbeil, Mount Lebanon",120000,Apartment,114,2,2
"Qannabet Broumana, El Metn, Mount Lebanon",550000,Apartment,215,3,3
"Hrajel, Kesrouane, Mount Lebanon",485000,House/Villa,500,6,6
"Aamchit, Jbeil, Mount Lebanon",350000,Apartment,275,3,3
"Konaytra, El Metn, Mount Lebanon",250000,Land,418,N/A,N/A
"Kaslik, Kesrouane, Mount Lebanon",550000,Apartment,300,3,3
"Ain Jrein, Jbeil, Mount Lebanon",180000,Land,4000,N/A,N/A
"Achrafieh, Beirut, Beirut",1250000,Apartment,380,4,4
"Lehfed, Jbeil, Mount Lebanon",140000,Land,1411,N/A,N/A
"Nahr Ibrahim, Jbeil, Mount Lebanon",3590000,Commercial Building,2165,N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon",125000,Land,870,N/A,N/A
"Rabweh, El Metn, Mount Lebanon",1500000,Land,664,N/A,N/A
"Mazraat Yachouh, El Metn, Mount Lebanon",300000,Apartment,172,2,3
"Sahel Alma, Kesrouane, Mount Lebanon",500000,Apartment,330,3,5
"Hboub, Jbeil, Mount Lebanon",154000,Apartment,134,2,2
"Halat, Jbeil, Mount Lebanon",16000000,Land,5266,N/A,N/A
"Kornet Chehwan, El Metn, Mount Lebanon",250000,Apartment,220,3,3
"Chahtoul, Kesrouane, Mount Lebanon",1200000,House/Villa,1145,9,9
"Bouchrieh, El Metn, Mount Lebanon",15000000,Land,7000,N/A,N/A
"Adonis, Kesrouane, Mount Lebanon",170000,Apartment,170,3,4
"Zikrit, El Metn, Mount Lebanon",160000,Apartment,130,3,2
"Ghazir, Kesrouane, Mount Lebanon",4800000,Apartment,969,4,4
"Faraya, Kesrouane, Mount Lebanon",140000,Land,850,N/A,N/A
"Kfarzebian, Kesrouane, Mount Lebanon",1415000,Chalet,471,4,6
"Kfarzebian, Kesrouane, Mount Lebanon",985000,Chalet,328,4,6
"Ghazir, Kesrouane, Mount Lebanon",330000,Apartment,110,1,1
"Ghazir, Kesrouane, Mount Lebanon",495000,Apartment,164,3,4
"Adma, Kesrouane, Mount Lebanon",650000,Apartment,330,5,7
"Mar Roukoz, El Metn, Mount Lebanon",350000,Apartment,396,3,3
"Mar Roukoz, El Metn, Mount Lebanon",230000,Apartment,186,3,3
"Ras Osta, Jbeil, Mount Lebanon",105000,Land,1710,N/A,N/A
"Tourzaiya, Jbeil, Mount Lebanon",97000,Land,830,N/A,N/A
"Halat, Jbeil, Mount Lebanon",700000,Land,1975,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",900000,Land,1090,N/A,N/A
"kfarhbeib, Kesrouane, Mount Lebanon",250000,Apartment,260,3,4
"Zaarour, El Metn, Mount Lebanon",880000,Land,4720,N/A,N/A
"Fakra, Kesrouane, Mount Lebanon",2200000,House/Villa,649,4,6
"Fakra, Kesrouane, Mount Lebanon",1560000,Chalet,413,3,5
"Fakra, Kesrouane, Mount Lebanon",1995000,Chalet,416,3,5
"Nahr Ibrahim, Jbeil, Mount Lebanon",128000,Apartment,115,2,2
"Nahr Ibrahim, Jbeil, Mount Lebanon",135000,Apartment,125,3,2
"Ain Saadeh, El Metn, Mount Lebanon",173000,Apartment,140,3,2
"Halat, Jbeil, Mount Lebanon",300000,Apartment,360,3,5
"Halat, Jbeil, Mount Lebanon",225000,Apartment,210,3,3
"Mazraat Yachouh, El Metn, Mount Lebanon",225000,Apartment,150,3,3
"Sad El Baouchriye, El Metn, Mount Lebanon",2700000,Residential Building,1743,N/A,N/A
"Bouar, Kesrouane, Mount Lebanon",350000,Apartment,150,4,2
"Jbeil, Jbeil, Mount Lebanon",725000,Apartment,390,4,3
"Ghazir, Kesrouane, Mount Lebanon",3800000,Land,1248,N/A,N/A
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",180000,Chalet,100,3,2
"Jdabra, Batroun, North",150000,Land,1120,N/A,N/A
"Adonis, Kesrouane, Mount Lebanon",300000,Apartment,450,3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",103000,Apartment,110,3,2
"Ain Saadeh, El Metn, Mount Lebanon",920000,Apartment,350,3,4
"Hboub, Jbeil, Mount Lebanon",200000,Apartment,340,3,3
"Naccache, El Metn, Mount Lebanon",466000,Apartment,270,4,4
"Dekweneh, El Metn, Mount Lebanon",1003000,Apartment,260,3,3
"Bsalim, El Metn, Mount Lebanon",329000,Apartment,204,3,4
"Zouk Mikael, Kesrouane, Mount Lebanon",600000,Warehouse,800,2,N/A
"Bijdarfel, Batroun, North",320000,Land,10237,N/A,N/A
"Mansourieh, El Metn, Mount Lebanon",260000,Apartment,205,3,3
"Fatqa, Kesrouane, Mount Lebanon",350000,Apartment,350,4,6
"Faytroun, Kesrouane, Mount Lebanon",2500000,Land,17190,N/A,N/A
"Ain El Rihani, Kesrouane, Mount Lebanon",130000,Apartment,165,3,2
"Hadath, Baabda, Mount Lebanon",195000,Shop,250,6,N/A
"Qannabet Broumana, El Metn, Mount Lebanon",325000,Apartment,210,3,3
"Achrafieh, Beirut, Beirut",500000,Apartment,160,3,3
"Batroun, Batroun, North",250000,Apartment,96,1,2
"Braij, Jbeil, Mount Lebanon",300000,Land,1000,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon",500000,Land,1575,N/A,N/A
"Faytroun, Kesrouane, Mount Lebanon",2600000,Residential Building,2172,N/A,N/A
"Baabdat, El Metn, Mount Lebanon",490000,Apartment,280,3,3
"Kfarzebian, Kesrouane, Mount Lebanon",750000,Land,750,N/A,N/A
"Wata El Joz, Kesrouane, Mount Lebanon",600000,Land,15000,N/A,N/A
"Naccache, El Metn, Mount Lebanon",350000,Apartment,220,3,4
"Wata El Joz, Kesrouane, Mount Lebanon",785000,Land,3920,N/A,N/A
"Antelias, El Metn, Mount Lebanon",550000,Apartment,185,3,3
"Ghalboun, Jbeil, Mount Lebanon",490000,Land,12000,N/A,N/A
"Batroun, Batroun, North",31000000,Land,6280,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon",150000,Apartment,300,3,3
"Barghoun, Koura, North",2200000,Land,15121,N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon",419500,Land,3089,N/A,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon",180000,Apartment,250,2,4
"Broumana, El Metn, Mount Lebanon",450000,Apartment,300,2,3
"Mechmech, Jbeil, Mount Lebanon",600000,Land,900,N/A,N/A
"Achrafieh, Beirut, Beirut",1200000,Apartment,330,3,3
"Achrafieh, Beirut, Beirut",4200000,Land,617,N/A,N/A
"Baabda, Baabda, Mount Lebanon",900000,Land,890,N/A,N/A
"Dekweneh, El Metn, Mount Lebanon",200000,Apartment,140,3,2
"Rabweh, El Metn, Mount Lebanon",425000,Apartment,350,4,4
"Ghadir, Kesrouane, Mount Lebanon",250000,Apartment,180,3,3
"Sahel Alma, Kesrouane, Mount Lebanon",350000,Apartment,265,3,3
"Aamchit, Jbeil, Mount Lebanon",55000,Apartment,76,1,1
"Antelias, El Metn, Mount Lebanon",265000,Office,207,1,N/A
"Aoukar, El Metn, Mount Lebanon",917000,Residential Building,703,N/A,N/A
"Fanar, El Metn, Mount Lebanon",320000,Apartment,380,5,5
"Bchelli, Jbeil, Mount Lebanon",65000,Apartment,90,2,1
"Berbara, Batroun, North",5900000,Land,3870,N/A,N/A
"Beit el Chaar, El Metn, Mount Lebanon",3120000,Land,2312,N/A,N/A
"Achrafieh, Beirut, Beirut",1450000,Apartment,475,4,4
"Tabarja, Kesrouane, Mount Lebanon",125000,Apartment,124,2,2
"Faraya, Kesrouane, Mount Lebanon",500000,Chalet,200,3,3
"Mansourieh, El Metn, Mount Lebanon",115000,Apartment,115,2,2
"Mansourieh, El Metn, Mount Lebanon",155000,Apartment,190,3,2
"Ghazir, Kesrouane, Mount Lebanon",12500000,Land,2500,N/A,N/A
"Sahel Alma, Kesrouane, Mount Lebanon",440000,Apartment,240,3,4
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",2500000,House/Villa,440,4,5
"Beit Meri, El Metn, Mount Lebanon",1200000,Commercial Building,550,2,N/A
"Achrafieh, Beirut, Beirut",4500000,Land,1157,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",130000,Land,825,N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon",230000,Land,2386,N/A,N/A
"Achrafieh, Beirut, Beirut",250000,Apartment,130,2,2
"Blat, Jbeil, Mount Lebanon",300000,Land,850,N/A,N/A
"Haret Sakher, Kesrouane, Mount Lebanon",280000,Apartment,220,3,4
"Sahel Alma, Kesrouane, Mount Lebanon",125000,Shop,130,2,N/A
"Broumana, El Metn, Mount Lebanon",330000,Apartment,222,3,4
"Jeita, Kesrouane, Mount Lebanon",250000,Apartment,135,3,3
"Lehfed, Jbeil, Mount Lebanon",70000,Land,1250,N/A,N/A
"Kfarzebian, Kesrouane, Mount Lebanon",405000,Chalet,200,3,2
"Safra, Kesrouane, Mount Lebanon",450000,Gas Station,650,1,N/A
