Address,Price,Type,Size,Bedrooms,Bathrooms
"Kornet Chehwan, El Metn, Mount Lebanon","$390,000",Apartment,220 m²,3,3
"Aabrine, Batroun, North","$80,000",Land,816 m²,N/A,N/A
"Bsalim, El Metn, Mount Lebanon","$350,000",Apartment,250 m²,4,4
"Rueil-Malmaison, Rueil-Malmaison, France","€299,000",Apartment,44 m²,1,1
"Rueil-Malmaison, Rueil-Malmaison, France","€249,000",Apartment,32 m²,1,1
"Plateau, Rueil-Malmaison, France","€299,000",Apartment,53 m²,1,2
"Jdeideh, El Metn, Mount Lebanon","$280,000",Apartment,220 m²,3,3
"Bsalim, El Metn, Mount Lebanon","$200,000",Apartment,180 m²,3,3
"Bsalim, El Metn, Mount Lebanon","$240,000",Apartment,165 m²,3,4
"PUTEAUX, PUTEAUX, France","€289,500",Apartment,39 m²,1,1
"Tabarja, Kesrouane, Mount Lebanon","$130,000",Chalet,40 m²,1,N/A
"Rueil-Malmaison, Rueil-Malmaison, France","€269,000",Apartment,54 m²,1,2
"Maaysra, Kesrouane, Mount Lebanon","$149,000",Apartment,165 m²,3,4
"Maaysra, Kesrouane, Mount Lebanon","$158,000",Apartment,165 m²,3,4
"Maaysra, Kesrouane, Mount Lebanon","$166,000",Apartment,165 m²,3,4
"Beit el Chaar, El Metn, Mount Lebanon","$325,000",Apartment,200 m²,3,4
"Beit el Chaar, El Metn, Mount Lebanon","$300,000",Apartment,200 m²,3,4
"Kfar Aabida, Batroun, North","$480,000",Apartment,320 m²,2,3
"Jal el Dib, El Metn, Mount Lebanon","$200,000",Apartment,170 m²,2,2
"Biyada, El Metn, Mount Lebanon","$800,000",Apartment,400 m²,3,3
"Kornet Chehwan, El Metn, Mount Lebanon","$550,000",Apartment,360 m²,3,4
"Achrafieh, Beirut, Beirut","$490,000",Apartment,220 m²,3,3
"Achrafieh, Beirut, Beirut","$300,000",Apartment,170 m²,3,2
"Bouchrieh, El Metn, Mount Lebanon","$900,000",Shop,650 m²,3,N/A
"Bouchrieh, El Metn, Mount Lebanon","$125,000",Apartment,125 m²,3,2
"Bouchrieh, El Metn, Mount Lebanon","$120,000",Apartment,110 m²,2,2
"Qannabet Broumana, El Metn, Mount Lebanon","$420,000",Land,500 m²,N/A,N/A
"Mar Chaaya, El Metn, Mount Lebanon","$550,000",Land,867 m²,N/A,N/A
"Ghadir, Kesrouane, Mount Lebanon","$215,000",Apartment,210 m²,3,3
"Laqlouq, Jbeil, Mount Lebanon","$150,000",Land,"1,756 m²",N/A,N/A
"Zouk Mikael, Kesrouane, Mount Lebanon","$800,000",Warehouse,"1,430 m²",1,N/A
"Achrafieh, Beirut, Beirut","$240,000",Apartment,75 m²,1,1
"Achrafieh, Beirut, Beirut","$320,000",Apartment,102 m²,2,2
"Achrafieh, Beirut, Beirut","$325,000",Apartment,105 m²,2,2
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$200,000",Shop,100 m²,1,N/A
"Baabdat, El Metn, Mount Lebanon","$565,000",Residential Building,865 m²,3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$120,000",Apartment,180 m²,3,2
"kfarhbeib, Kesrouane, Mount Lebanon","$900,000",Land,"1,281 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$1,300,000",Office,525 m²,N/A,N/A
"Sarba, Kesrouane, Mount Lebanon","$400,000",Apartment,370 m²,3,3
"Ghadir, Kesrouane, Mount Lebanon","$200,000",Apartment,230 m²,4,4
"Edde, Jbeil, Mount Lebanon","$129,000",Apartment,140 m²,3,2
"Biyada, El Metn, Mount Lebanon","$1,100,000",Land,"1,131 m²",N/A,N/A
"Batroun, Batroun, North","$140,000",Apartment,90 m²,2,2
"Ain Alak, El Metn, Mount Lebanon","$1,200,000",Land,"1,640 m²",N/A,N/A
"kfarhbeib, Kesrouane, Mount Lebanon","$300,000",Apartment,171 m²,3,3
"kfarhbeib, Kesrouane, Mount Lebanon","$300,000",Apartment,180 m²,3,3
"Adma, Kesrouane, Mount Lebanon","$3,800,000",Residential Building,"1,100 m²",N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon","$700,000",Land,"7,000 m²",N/A,N/A
"Jbeil, Jbeil, Mount Lebanon","$750,000",Factory,500 m²,2,N/A
"Jbeil, Jbeil, Mount Lebanon","$1,000,000",Residential Building,"1,200 m²",N/A,N/A
"Bsalim, El Metn, Mount Lebanon","$1,729,000",Land,"2,470 m²",N/A,N/A
"Elissar, El Metn, Mount Lebanon","$3,000,000",Shop,440 m²,N/A,N/A
"Safra, Kesrouane, Mount Lebanon","$90,000",Apartment,105 m²,2,2
"Baabda, Baabda, Mount Lebanon","$780,000",Apartment,350 m²,3,5
"Bchelli, Jbeil, Mount Lebanon","$500,000",House/Villa,300 m²,3,5
"Blat, Jbeil, Mount Lebanon","$950,000",Land,"6,500 m²",N/A,N/A
"Baabda, Baabda, Mount Lebanon","$2,100,000",Land,"1,416 m²",N/A,N/A
"Ghadir, Kesrouane, Mount Lebanon","$300,000",Apartment,360 m²,4,4
"Bsalim, El Metn, Mount Lebanon","$475,000",Apartment,550 m²,4,6
"Tilal Ain Saade, El Metn, Mount Lebanon","$171,250",Apartment,137 m²,2,2
"Baabdat, El Metn, Mount Lebanon","$240,000",Apartment,138 m²,2,2
"Baabdat, El Metn, Mount Lebanon","$325,000",Apartment,176 m²,3,3
"Achrafieh, Beirut, Beirut","$550,000",Apartment,123 m²,2,2
"Zaarour, El Metn, Mount Lebanon","$185,000",Land,"1,230 m²",N/A,N/A
"Maameltein, Kesrouane, Mount Lebanon","$82,000",Apartment,50 m²,1,N/A
"Adonis, Kesrouane, Mount Lebanon","$160,000",Shop,90 m²,1,N/A
"Nahr Ibrahim, Jbeil, Mount Lebanon","$400,000",Shop,500 m²,1,N/A
"Ghazir, Kesrouane, Mount Lebanon","$350,000",Land,628 m²,N/A,N/A
"Jal el Dib, El Metn, Mount Lebanon","$140,000",Apartment,115 m²,2,2
"kfarhbeib, Kesrouane, Mount Lebanon","$400,000",Apartment,200 m²,3,3
"Batroun, Batroun, North","$510,000",Land,"1,900 m²",N/A,N/A
"Dbayeh, El Metn, Mount Lebanon","$714,000",Land,"1,020 m²",N/A,N/A
"Chikhane, Jbeil, Mount Lebanon","$300,000",Land,"3,236 m²",N/A,N/A
"Aamchit, Jbeil, Mount Lebanon","$110,000",Apartment,160 m²,3,2
"Tilal Ain Saade, El Metn, Mount Lebanon","$410,000",Apartment,420 m²,5,5
"Achrafieh, Beirut, Beirut","$350,000",Apartment,190 m²,3,3
"Fakra, Kesrouane, Mount Lebanon","$450,000",Land,583 m²,N/A,N/A
"Ouyoun Al Simen, Kesrouane, Mount Lebanon","$300,000",Chalet,100 m²,3,2
"Ouyoun Al Simen, Kesrouane, Mount Lebanon","$450,000",Chalet,150 m²,2,2
"Klayaat, Kesrouane, Mount Lebanon","$320,000",Land,"1,390 m²",N/A,N/A
"Tilal Ain Saade, El Metn, Mount Lebanon","$302,500",Apartment,194 m²,3,4
"Tilal Ain Saade, El Metn, Mount Lebanon","$242,500",Apartment,194 m²,3,4
"Tilal Ain Saade, El Metn, Mount Lebanon","$412,500",Apartment,330 m²,3,5
"Tilal Ain Saade, El Metn, Mount Lebanon","$175,000",Apartment,140 m²,3,3
"Adma, Kesrouane, Mount Lebanon","$210,000",Apartment,187 m²,3,4
"Jbeil, Jbeil, Mount Lebanon","$115,000",Warehouse,300 m²,1,N/A
"Zouk Mikael, Kesrouane, Mount Lebanon","$400,000",Shop,300 m²,1,N/A
"Lehfed, Jbeil, Mount Lebanon","$135,000",Land,"1,770 m²",N/A,N/A
"kfarhbeib, Kesrouane, Mount Lebanon","$425,000",Apartment,300 m²,3,4
"Aamchit, Jbeil, Mount Lebanon","$125,000",Residential Building,248 m²,4,4
"Gherfine, Jbeil, Mount Lebanon","$125,000",Apartment,125 m²,2,2
"Jbeil, Jbeil, Mount Lebanon","$130,000",Apartment,100 m²,2,2
"kfarhbeib, Kesrouane, Mount Lebanon","$350,000",Apartment,300 m²,3,4
"Paris 17ème, Paris, France","€142,000",Apartment,11 m²,1,1
"Adma, Kesrouane, Mount Lebanon","$370,000",Apartment,220 m²,3,4
"Adma, Kesrouane, Mount Lebanon","$390,000",Apartment,211 m²,3,4
"Adma, Kesrouane, Mount Lebanon","$390,000",Apartment,205 m²,3,4
"Adma, Kesrouane, Mount Lebanon","$375,000",Apartment,208 m²,3,4
"Jounieh, Kesrouane, Mount Lebanon","$3,500,000",Commercial Building,"2,000 m²",N/A,N/A
"Chikhane, Jbeil, Mount Lebanon","$560,000",Land,"1,600 m²",N/A,N/A
"Monteverde, El Metn, Mount Lebanon","$375,000",Apartment,230 m²,3,4
"Laqlouq, Jbeil, Mount Lebanon","$405,000",Land,"4,756 m²",N/A,N/A
"Aamchit, Jbeil, Mount Lebanon","$58,000",Apartment,101 m²,2,1
"Batroun, Batroun, North","$330,000",Land,"3,746 m²",N/A,N/A
"Nahr El Mot, El Metn, Mount Lebanon","$420,000",Warehouse,327 m²,N/A,N/A
"Achrafieh, Beirut, Beirut","$425,000",Apartment,190 m²,3,2
"Achrafieh, Beirut, Beirut","$320,000",Apartment,100 m²,2,3
"Batroun, Batroun, North","$168,000",Apartment,140 m²,3,3
"Batroun, Batroun, North","$130,000",Apartment,109 m²,2,2
"Ras Beirut, Beirut, Beirut","$5,000,000",Land,840 m²,N/A,N/A
"Halat, Jbeil, Mount Lebanon","$400,000",Chalet,125 m²,2,2
"Halat, Jbeil, Mount Lebanon","$280,000",Land,944 m²,N/A,N/A
"Mechmech, Jbeil, Mount Lebanon","$260,000",House/Villa,267 m²,3,4
"Ghedras, Kesrouane, Mount Lebanon","$170,000",Land,550 m²,N/A,N/A
"Dik El Mehdi, El Metn, Mount Lebanon","$300,000",Apartment,330 m²,5,6
"Safra, Kesrouane, Mount Lebanon","$130,000",Chalet,60 m²,1,1
"Ain Saadeh, El Metn, Mount Lebanon","$415,000",Apartment,230 m²,3,5
"Achrafieh, Beirut, Beirut","$1,200,000",Apartment,300 m²,3,4
"Zaarour, El Metn, Mount Lebanon","$200,000",Chalet,120 m²,3,2
"Jdayel, Jbeil, Mount Lebanon","$155,000",Apartment,165 m²,3,3
"Ghazir, Kesrouane, Mount Lebanon","$250,000",Office,140 m²,3,N/A
"Naccache, El Metn, Mount Lebanon","$285,000",Apartment,209 m²,3,3
"Dbayeh, El Metn, Mount Lebanon","$350,000",Land,495 m²,N/A,N/A
"Achrafieh, Beirut, Beirut","$450,000",Shop,100 m²,1,N/A
"Adma, Kesrouane, Mount Lebanon","$400,000",Land,"1,156 m²",N/A,N/A
"Tilal Ain Saade, El Metn, Mount Lebanon","$162,000",Apartment,170 m²,3,3
"Edde, Jbeil, Mount Lebanon","$600,000",Land,"2,080 m²",N/A,N/A
"Azra, Kesrouane, Mount Lebanon","$250,000",Commercial Building,"1,200 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$1,025,000",Apartment,320 m²,4,3
"Achrafieh, Beirut, Beirut","$690,000",Apartment,230 m²,3,3
"Jbeil, Jbeil, Mount Lebanon","$300,000",Land,"7,620 m²",N/A,N/A
"Mansourieh, El Metn, Mount Lebanon","$155,000",Apartment,155 m²,3,3
"Chikhane, Jbeil, Mount Lebanon","$150,000",Land,995 m²,N/A,N/A
"Qannabet Broumana, El Metn, Mount Lebanon","$675,000",Apartment,300 m²,3,5
"Ras Beirut, Beirut, Beirut","$849,000",Apartment,274 m²,4,3
"Badaro, Beirut, Beirut","$400,000",Apartment,211 m²,3,2
"Laqlouq, Jbeil, Mount Lebanon","$280,000",Land,"2,800 m²",N/A,N/A
"Shayle, Kesrouane, Mount Lebanon","$340,000",Land,851 m²,N/A,N/A
"Down Town, Beirut, Beirut","$975,000",Apartment,195 m²,2,4
"Ghazir, Kesrouane, Mount Lebanon","$450,000",House/Villa,410 m²,4,3
"Hboub, Jbeil, Mount Lebanon","$350,000",Shop,730 m²,1,N/A
"Mechmech, Jbeil, Mount Lebanon","$75,000",Land,"1,034 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$450,000",Apartment,240 m²,3,3
"Jbeil, Jbeil, Mount Lebanon","$220,000",Shop,105 m²,1,N/A
"Zikrit, El Metn, Mount Lebanon","$150,000",Apartment,180 m²,2,3
"Aabeidat, Jbeil, Mount Lebanon","$250,000",Land,"2,735 m²",N/A,N/A
"Jbeil, Jbeil, Mount Lebanon","$850,000",Land,853 m²,N/A,N/A
"Kfaryassine, Kesrouane, Mount Lebanon","$360,000",Apartment,200 m²,3,3
"Mar Takla, Baabda, Mount Lebanon","$725,000",Apartment,320 m²,3,4
"Azra, Kesrouane, Mount Lebanon","$500,000",Commercial Building,"1,500 m²",N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon","$142,000",Chalet,71 m²,1,1
"Laqlouq, Jbeil, Mount Lebanon","$135,000",Chalet,68 m²,1,1
"Laqlouq, Jbeil, Mount Lebanon","$115,000",Chalet,67 m²,1,1
"Laqlouq, Jbeil, Mount Lebanon","$135,000",Chalet,68 m²,1,1
"Blat, Jbeil, Mount Lebanon","$90,000",Apartment,160 m²,3,2
"Bnichaai, Zgharta, North","$990,000",House/Villa,445 m²,5,6
"Dekweneh, El Metn, Mount Lebanon","$135,000",Apartment,190 m²,3,2
"Yarzeh, Baabda, Mount Lebanon","$990,000",Apartment,295 m²,3,5
"Yarzeh, Baabda, Mount Lebanon","$835,000",Apartment,255 m²,3,5
"Yarzeh, Baabda, Mount Lebanon","$700,000",Apartment,255 m²,3,5
"Biyada, El Metn, Mount Lebanon","$580,000",Apartment,300 m²,3,4
"Broumana, El Metn, Mount Lebanon","$500,000",Apartment,180 m²,1,2
"Dahr El Sawan, El Metn, Mount Lebanon","$230,000",Apartment,240 m²,3,4
"Mar Chaaya, El Metn, Mount Lebanon","$780,000",Land,"2,650 m²",N/A,N/A
"Ghbale, Kesrouane, Mount Lebanon","$100,000",Land,"1,500 m²",N/A,N/A
"Kaslik, Kesrouane, Mount Lebanon","$125,000",Shop,100 m²,1,N/A
"Qartaba, Jbeil, Mount Lebanon","$825,000",Land,"55,000 m²",N/A,N/A
"Dbayeh, El Metn, Mount Lebanon","$800,000",Apartment,300 m²,3,4
"Baabdat, El Metn, Mount Lebanon","$850,000",House/Villa,"1,050 m²",N/A,N/A
"Zaarour, El Metn, Mount Lebanon","$220,000",Land,980 m²,N/A,N/A
"Zouk Mikael, Kesrouane, Mount Lebanon","$250,000",Warehouse,500 m²,2,N/A
"Fakra, Kesrouane, Mount Lebanon","$600,000",Chalet,200 m²,3,3
"Ehmej, Jbeil, Mount Lebanon","$280,000",Land,"1,400 m²",N/A,N/A
"Aamchit, Jbeil, Mount Lebanon","$55,000",Apartment,85 m²,2,2
"Baabda, Baabda, Mount Lebanon","$650,000",Apartment,270 m²,3,5
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$135,000",Apartment,105 m²,2,2
"Halat, Jbeil, Mount Lebanon","$175,000",Apartment,240 m²,3,3
"Jeita, Kesrouane, Mount Lebanon","$300,000",Apartment,165 m²,3,3
"Badaro, Beirut, Beirut","$500,000",Apartment,185 m²,3,3
"Al Jamhour, Baabda, Mount Lebanon","$535,000",Apartment,320 m²,3,3
"Mansourieh, El Metn, Mount Lebanon","$70,000",Office,65 m²,1,N/A
"Mansourieh, El Metn, Mount Lebanon","$1,100,000",House/Villa,"1,000 m²",5,7
"Sarba, Kesrouane, Mount Lebanon","$88,000",Apartment,100 m²,2,2
"Achrafieh, Beirut, Beirut","$1,500,000",Apartment,379 m²,4,6
"Kfar Kida, Jbeil, Mount Lebanon","$450,000",House/Villa,500 m²,2,4
"Anfe, Koura, North","$600,000",Commercial Building,600 m²,2,N/A
"Broumana, El Metn, Mount Lebanon","$400,000",Land,"1,100 m²",N/A,N/A
"Aatchane, El Metn, Mount Lebanon","$182,000",Apartment,140 m²,3,3
"Mazraat Yachouh, El Metn, Mount Lebanon","$420,000",Apartment,265 m²,4,4
"Bteghrine, El Metn, Mount Lebanon","$300,000",Land,"1,700 m²",N/A,N/A
"Jouret Al Ballout, El Metn, Mount Lebanon","$500,000",Land,"1,000 m²",N/A,N/A
"Antelias, El Metn, Mount Lebanon","$250,000",Apartment,155 m²,3,2
"Batroun, Batroun, North","$850,000",House/Villa,"1,000 m²",4,4
"Hboub, Jbeil, Mount Lebanon","$275,000",Apartment,300 m²,3,3
"Rabieh, El Metn, Mount Lebanon","$1,400,000",Land,940 m²,N/A,N/A
"Naccache, El Metn, Mount Lebanon","$250,000",Apartment,240 m²,3,3
"Biakout, El Metn, Mount Lebanon","$115,000",Apartment,135 m²,2,2
"Jdeideh, El Metn, Mount Lebanon","$320,000",Office,135 m²,1,N/A
"Achrafieh, Beirut, Beirut","$1,300,000",Office,400 m²,N/A,N/A
"Naccache, El Metn, Mount Lebanon","$2,500,000",Land,932 m²,N/A,N/A
"Beit Chabeb, El Metn, Mount Lebanon","$2,200,000",Apartment,"1,000 m²",6,4
"Halat, Jbeil, Mount Lebanon","$378,000",Land,"1,260 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$350,000",Apartment,150 m²,3,3
"Achrafieh, Beirut, Beirut","$700,000",Apartment,350 m²,4,4
"Edde, Jbeil, Mount Lebanon","$160,000",Apartment,151 m²,3,3
"kfarhbeib, Kesrouane, Mount Lebanon","$235,000",Apartment,185 m²,3,3
"Safra, Kesrouane, Mount Lebanon","$140,000",Apartment,165 m²,3,3
"Klayaat, Kesrouane, Mount Lebanon","$150,000",Land,590 m²,N/A,N/A
"Halat, Jbeil, Mount Lebanon","$320,000",Land,"1,063 m²",N/A,N/A
"Bikfaya, El Metn, Mount Lebanon","$1,800,000",House/Villa,"1,250 m²",2,3
"Hazmieh, Baabda, Mount Lebanon","$250,000",Apartment,150 m²,3,2
"Adonis, Kesrouane, Mount Lebanon","$140,000",Apartment,200 m²,3,3
"Aamchit, Jbeil, Mount Lebanon","$193,000",Land,962 m²,N/A,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$130,000",Apartment,177 m²,3,3
"Dbayeh, El Metn, Mount Lebanon","$430,000",Apartment,210 m²,3,5
"Mansourieh, El Metn, Mount Lebanon","$300,000",Land,300 m²,N/A,N/A
"Deir Al Qamar, Chouf, Mount Lebanon","$350,000",Land,"7,500 m²",N/A,N/A
"Baabdat, El Metn, Mount Lebanon","$330,000",Apartment,202 m²,3,3
"Qortada, El Metn, Mount Lebanon","$300,000",House/Villa,"1,100 m²",2,2
"Ain Al Remmane, Baabda, Mount Lebanon","$475,000",Apartment,230 m²,3,4
"Baabda, Baabda, Mount Lebanon","$299,000",Apartment,200 m²,3,4
"Baabdat, El Metn, Mount Lebanon","$250,000",Apartment,120 m²,2,2
"Monteverde, El Metn, Mount Lebanon","$500,000",Apartment,240 m²,4,4
"Zandouqa, El Metn, Mount Lebanon","$265,000",Land,"2,649 m²",N/A,N/A
"Broumana, El Metn, Mount Lebanon","$280,000",Apartment,125 m²,2,4
"Ain Saadeh, El Metn, Mount Lebanon","$315,000",Apartment,172 m²,3,3
"Roumie, El Metn, Mount Lebanon","$165,000",Shop,100 m²,1,N/A
"Sin El Fil, El Metn, Mount Lebanon","$4,500,000",Gas Station,"1,050 m²",N/A,N/A
"Chekka, Batroun, North","$1,300,000",Commercial Building,"1,200 m²",N/A,N/A
"chnaniir, Kesrouane, Mount Lebanon","$4,000,000",House/Villa,"1,500 m²",7,N/A
"Edde, Jbeil, Mount Lebanon","$272,000",Apartment,274 m²,4,5
"Antelias, El Metn, Mount Lebanon","$250,000",Shop,100 m²,1,N/A
"Biyada, El Metn, Mount Lebanon","$800,000",Land,"1,000 m²",N/A,N/A
"Beit Chabeb, El Metn, Mount Lebanon","$150,000",Apartment,230 m²,3,2
"Achrafieh, Beirut, Beirut","$250,000",Apartment,109 m²,2,2
"Faraya, Kesrouane, Mount Lebanon","$130,000",Land,900 m²,N/A,N/A
"Batroun, Batroun, North","$125,000",Apartment,163 m²,3,2
"Jbeil, Jbeil, Mount Lebanon","$155,000",Apartment,150 m²,3,2
"Achrafieh, Beirut, Beirut","$1,050,000",Apartment,340 m²,3,4
"Achrafieh, Beirut, Beirut","$1,200,000",Apartment,230 m²,2,3
"Mansourieh, El Metn, Mount Lebanon","$229,000",Apartment,200 m²,3,3
"Broumana, El Metn, Mount Lebanon","$230,000",Apartment,140 m²,3,3
"Faraya, Kesrouane, Mount Lebanon","$300,000",Chalet,132 m²,2,2
"Achrafieh, Beirut, Beirut","$3,000,000",Apartment,560 m²,3,4
"Halat, Jbeil, Mount Lebanon","$230,000",Apartment,300 m²,4,4
"Achrafieh, Beirut, Beirut","$650,000",Apartment,175 m²,2,3
"Sahel Alma, Kesrouane, Mount Lebanon","$260,000",Apartment,185 m²,3,3
"Batroun, Batroun, North","$400,000",House/Villa,130 m²,2,2
"Nahr Ibrahim, Jbeil, Mount Lebanon","$98,000",Apartment,100 m²,2,1
"Jounieh, Kesrouane, Mount Lebanon","$275,000",Apartment,228 m²,3,2
"Achrafieh, Beirut, Beirut","$450,000",Apartment,235 m²,3,3
"Hosrayel, Jbeil, Mount Lebanon","$125,000",Apartment,125 m²,3,2
"Hosrayel, Jbeil, Mount Lebanon","$115,000",Apartment,115 m²,2,2
"Haret Sakher, Kesrouane, Mount Lebanon","$380,000",Shop,300 m²,2,N/A
"Beit Meri, El Metn, Mount Lebanon","$950,000",Land,772 m²,N/A,N/A
"Achrafieh, Beirut, Beirut","$450,000",Apartment,170 m²,3,3
"Mazraat Yachouh, El Metn, Mount Lebanon","$250,000",Warehouse,400 m²,2,N/A
"Nabey, El Metn, Mount Lebanon","$1,300,000",Land,"1,802 m²",N/A,N/A
"Hazmieh, Baabda, Mount Lebanon","$735,000",Apartment,325 m²,4,5
"Hboub, Jbeil, Mount Lebanon","$155,000",Apartment,150 m²,3,3
"Monteverde, El Metn, Mount Lebanon","$620,000",Apartment,250 m²,4,6
"Jbeil, Jbeil, Mount Lebanon","$120,000",Apartment,110 m²,2,2
"Halat, Jbeil, Mount Lebanon","$720,000",Land,"2,401 m²",N/A,N/A
"Edde, Jbeil, Mount Lebanon","$175,000",Apartment,240 m²,3,3
"Edde, Jbeil, Mount Lebanon","$125,000",Apartment,122 m²,2,2
"Edde, Jbeil, Mount Lebanon","$185,000",Apartment,150 m²,3,3
"Hboub, Jbeil, Mount Lebanon","$185,000",Apartment,155 m²,3,3
"Jbeil, Jbeil, Mount Lebanon","$260,000",Land,"2,025 m²",N/A,N/A
"Rabweh, El Metn, Mount Lebanon","$1,035,000",Land,"2,300 m²",N/A,N/A
"Baabda, Baabda, Mount Lebanon","$500,000",Apartment,250 m²,2,3
"Broumana, El Metn, Mount Lebanon","$170,000",Apartment,150 m²,3,2
"Chikhane, Jbeil, Mount Lebanon","$220,000",Land,"1,260 m²",N/A,N/A
"Fidar, Jbeil, Mount Lebanon","$13,000,000",Land,"5,185 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$650,000",Apartment,220 m²,3,3
"Jdayel, Jbeil, Mount Lebanon","$135,000",Apartment,125 m²,2,2
"Hboub, Jbeil, Mount Lebanon","$135,000",Apartment,150 m²,3,3
"Jbeil, Jbeil, Mount Lebanon","$300,000",Land,"1,100 m²",N/A,N/A
"Jbeil, Jbeil, Mount Lebanon","$190,000",Land,622 m²,N/A,N/A
"Antelias, El Metn, Mount Lebanon","$325,000",Warehouse,400 m²,1,N/A
"Aamchit, Jbeil, Mount Lebanon","$1,500,000",Land,"1,408 m²",N/A,N/A
"Monteverde, El Metn, Mount Lebanon","$300,000",Apartment,180 m²,3,3
"Hboub, Jbeil, Mount Lebanon","$110,000",Apartment,160 m²,3,3
"Jbeil, Jbeil, Mount Lebanon","$240,000",Land,"1,200 m²",N/A,N/A
"Blat, Jbeil, Mount Lebanon","$155,000",Apartment,150 m²,3,3
"Achrafieh, Beirut, Beirut","$1,450,000",Land,324 m²,N/A,N/A
"Broumana, El Metn, Mount Lebanon","$500,000",Apartment,275 m²,3,4
"Broumana, El Metn, Mount Lebanon","$900,000",Apartment,355 m²,3,4
"Mar Takla, Baabda, Mount Lebanon","$280,000",Apartment,180 m²,3,3
"Jbeil, Jbeil, Mount Lebanon","$76,000",Apartment,100 m²,2,2
"Blat, Jbeil, Mount Lebanon","$135,000",Apartment,125 m²,2,2
"Aabeidat, Jbeil, Mount Lebanon","$300,000",House/Villa,300 m²,3,3
"Rayfoun, Kesrouane, Mount Lebanon","$290,000",Apartment,165 m²,2,2
"Hboub, Jbeil, Mount Lebanon","$160,000",Apartment,192 m²,4,5
"Batroun, Batroun, North","$330,000",Land,"4,700 m²",N/A,N/A
"Batroun, Batroun, North","$295,000",Land,"3,700 m²",N/A,N/A
"Batroun, Batroun, North","$450,000",House/Villa,"2,535 m²",3,3
"Jeita, Kesrouane, Mount Lebanon","$270,000",Chalet,130 m²,2,2
"Fanar, El Metn, Mount Lebanon","$135,000",Apartment,155 m²,3,3
"Naas, El Metn, Mount Lebanon","$550,000",House/Villa,"1,360 m²",4,3
"Kornet Chehwan, El Metn, Mount Lebanon","$935,000",Land,"1,043 m²",N/A,N/A
"Kornet Chehwan, El Metn, Mount Lebanon","$1,140,000",Land,"1,268 m²",N/A,N/A
"Ain Alak, El Metn, Mount Lebanon","$1,600,000",Land,"8,418 m²",N/A,N/A
"Fatqa, Kesrouane, Mount Lebanon","$1,100,000",Land,"5,250 m²",N/A,N/A
"Kfour, Kesrouane, Mount Lebanon","$700,000",Land,"3,373 m²",N/A,N/A
"Maaysra, Kesrouane, Mount Lebanon","$200,000",Land,"1,600 m²",N/A,N/A
"Edde, Jbeil, Mount Lebanon","$155,000",Apartment,170 m²,3,2
"Jbeil, Jbeil, Mount Lebanon","$137,500",Apartment,110 m²,2,2
"Naccache, El Metn, Mount Lebanon","$290,000",Shop,270 m²,1,N/A
"Bsalim, El Metn, Mount Lebanon","$165,000",Apartment,135 m²,3,N/A
"Faraya, Kesrouane, Mount Lebanon","$110,000",Chalet,100 m²,2,2
"Hboub, Jbeil, Mount Lebanon","$115,000",Apartment,145 m²,3,2
"Mechmech, Jbeil, Mount Lebanon","$75,000",Chalet,100 m²,2,2
"Fatqa, Kesrouane, Mount Lebanon","$145,000",Apartment,265 m²,3,4
"Mtayleb, El Metn, Mount Lebanon","$700,000",Apartment,340 m²,4,4
"Mtayleb, El Metn, Mount Lebanon","$380,000",Apartment,300 m²,3,3
"Batroun, Batroun, North","$150,000",Apartment,135 m²,2,2
"Tabarja, Kesrouane, Mount Lebanon","$140,000",Chalet,50 m²,1,1
"Ghazir, Kesrouane, Mount Lebanon","$190,000",Apartment,168 m²,3,3
"Antelias, El Metn, Mount Lebanon","$440,000",Apartment,170 m²,3,3
"Blat, Jbeil, Mount Lebanon","$144,000",Apartment,100 m²,2,2
"Dbayeh, El Metn, Mount Lebanon","$230,000",Office,60 m²,1,N/A
"Basbina, Batroun, North","$150,000",Apartment,150 m²,3,2
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$90,000",Apartment,170 m²,2,2
"Batroun, Batroun, North","$400,000",Land,"1,505 m²",N/A,N/A
"Batroun, Batroun, North","$125,000",Apartment,115 m²,2,2
"Horsh Tabet, El Metn, Mount Lebanon","$460,000",Apartment,325 m²,3,3
"Baabdat, El Metn, Mount Lebanon","$640,000",Land,"3,675 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$350,000",Apartment,180 m²,3,2
"Mechmech, Jbeil, Mount Lebanon","$110,000",Land,"1,253 m²",N/A,N/A
"Biyada, El Metn, Mount Lebanon","$1,200,000",Apartment,560 m²,3,4
"Batroun, Batroun, North","$185,000",Chalet,51 m²,1,N/A
"Batroun, Batroun, North","$170,000",House/Villa,150 m²,2,2
